      0.00000000E+00      0.00000000E+00      0.15132869E+01
      0.00000000E+00      0.82813178E-01      0.15054101E+01
      0.00000000E+00      0.16562636E+00      0.14827952E+01
      0.00000000E+00      0.24843953E+00      0.14476170E+01
      0.00000000E+00      0.33125271E+00      0.14019849E+01
      0.00000000E+00      0.41406589E+00      0.13479075E+01
      0.00000000E+00      0.49687907E+00      0.12874387E+01
      0.00000000E+00      0.57969225E+00      0.12218663E+01
      0.00000000E+00      0.66250543E+00      0.11511034E+01
      0.00000000E+00      0.74531860E+00      0.10743911E+01
      0.00000000E+00      0.82813178E+00      0.99119878E+00
      0.00000000E+00      0.91094496E+00      0.90131891E+00
      0.00000000E+00      0.99375814E+00      0.80505539E+00
      0.00000000E+00      0.10765713E+01      0.70397231E+00
      0.00000000E+00      0.11593845E+01      0.60096974E+00
      0.00000000E+00      0.12421977E+01      0.49936626E+00
      0.00000000E+00      0.13250109E+01      0.40243252E+00
      0.00000000E+00      0.14078240E+01      0.31361390E+00
      0.00000000E+00      0.14906372E+01      0.23598371E+00
      0.00000000E+00      0.15734504E+01      0.17115891E+00
      0.00000000E+00      0.16562636E+01      0.11964077E+00
      0.00000000E+00      0.17390767E+01      0.82076333E-01
      0.00000000E+00      0.18218899E+01      0.58615504E-01
      0.00000000E+00      0.19047031E+01      0.46659024E-01
      0.00000000E+00      0.19875163E+01      0.40917647E-01
      0.00000000E+00      0.20703295E+01      0.36773445E-01
      0.00000000E+00      0.21531426E+01      0.32774794E-01
      0.00000000E+00      0.22359558E+01      0.29410220E-01
      0.00000000E+00      0.23187690E+01      0.26770880E-01
      0.00000000E+00      0.24015822E+01      0.24349642E-01
      0.00000000E+00      0.24843953E+01      0.22050087E-01
      0.00000000E+00      0.25672085E+01      0.20126620E-01
      0.00000000E+00      0.26500217E+01      0.18495688E-01
      0.00000000E+00      0.27328349E+01      0.16891447E-01
      0.00000000E+00      0.28156481E+01      0.15383053E-01
      0.00000000E+00      0.28984612E+01      0.14162249E-01
      0.00000000E+00      0.29812744E+01      0.13117230E-01
      0.00000000E+00      0.30640876E+01      0.12051004E-01
      0.00000000E+00      0.31469008E+01      0.11031554E-01
      0.00000000E+00      0.32297140E+01      0.10189264E-01
      0.00000000E+00      0.33125271E+01      0.94431372E-02
      0.00000000E+00      0.33953403E+01      0.86861081E-02
      0.00000000E+00      0.34781535E+01      0.79858389E-02
      0.00000000E+00      0.35609667E+01      0.74108922E-02
      0.00000000E+00      0.36437798E+01      0.68892265E-02
      0.00000000E+00      0.37265930E+01      0.63663864E-02
      0.00000000E+00      0.38094062E+01      0.58958736E-02
      0.00000000E+00      0.38922194E+01      0.55028958E-02
      0.00000000E+00      0.39750326E+01      0.51432404E-02
      0.00000000E+00      0.40578457E+01      0.48128779E-02
      0.00000000E+00      0.41406589E+01      0.45335298E-02
      0.00000000E+00      0.42234721E+01      0.42611073E-02
